ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.IRLP,VOIP.Wires,VOIP.EchoLink.NodeID
91,35,KC5WDV,Open,On-Air,,,35.606,-108.69,McKinley,NM,"Gallup, Gibson Peak",444.75,449.75,100,,,,,6810
