Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Grid,Op Status,Sponsor,Features,Coordination,Last update
444.475,5,88.5,W5WX,Amarillo,TX,OPEN,Fusion,197.97,SE,,48,1523,35.1739006,-101.95400238,444.475,449.475,1,Open ↑ / Open ↓,Randall,DM95AE,On-Air,Panhandle Amateur Radio Club,Yaesu System Fusion WIRES X Node,TVHFS,2018-11-12
