Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,Op Status,Coverage,Notes,Web links,Last update
443.4375,5,CC14,KE5CJ,Stinnett,TX,OPEN,DMR,183.33,SSE,,48,14414,35.82699966,-101.44300079,443.4375,448.4375,1,14,314840,NorCal c Record retrieved from radioid.net,NorCal,BrandMeister,Hutchinson,On-Air,Wide Area,Time Slot #1 - Group Call 3 = DMR-MARC North America Time Slot #1 - Group Call 3777215= TRBO-6 Time Slot #1 - Group Call 3148= TX Statewide Time Slot #2 - Group Call 10 = West Texas Local,DMR MARC,2019-12-09
