Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Grid,Op Status,Coverage,Sponsor,Nets,Web links,Coordination,Last update
146.94,-0.6,88.5,W5WX,"Amarillo, KVII Tower (ABC 7)",TX,OPEN,Fusion,191.82,SSE,,48,542,35.37480164,-101.88300323,146.94,146.34,1,Open ↑ / Open ↓,Potter,DM95BI,On-Air,Amarillo and points north.,Panhandle Amateur Radio Club,Panhandle Amateur Information Net (PAIN): Sun at 20:00. Morning 2-Meter Net: M-F at 10:00,http://www.w5wx.net,TVHFS,2019-08-24
