Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Features,Coordination,Last update
145.11,-0.6,88.5,KA5KQH,Miami,TX,OPEN,,,168.16,SE,,48,217,35.62950134,-100.54699707,145.11,144.51,88.5,Roberts,Unknown,,400,TVHFS,
