Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,WIRES-X,County,Op Status,Coverage,Features,Links,Notes,Last update
444.3,5,,W5JTC,Amarillo,TX,OPEN,WIRES-X,157.23,SSE,,48,13605,35.22200012,-101.83100128,444.3,449.3,21379,Potter,On-Air,45,Linked,"Full-time to 147.00000 (W5WDR) at Borger, TX . Full-time to 444.80000 (W5WDR) at Stinnett, TX .",Normally linked to Stinnett (444.800) Repeater.,2020-12-06
