Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Affiliate,Features,Web links,Coordination,Last update
444.4,5,88.5,N5LTZ,Pampa,TX,OPEN,,,198.77,SSE,,48,1500,35.53620148,-100.95999908,444.4,449.4,88.5,Gray,On-Air,Caprock Intertie,Linked.,Caprock Intertie,TVHFS,2016-05-22
