Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,WIRES-X,County,Grid,Op Status,Coverage,Affiliate,Links,Notes,Last update
444.8,5,,W5WDR,Stinnett,TX,OPEN,WIRES-X,193.52,SE,,48,13604,35.82699966,-101.44300079,444.8,449.8,21379,Hutchinson,DM95GT,On-Air,"Covers 55 mile radius of Borger, Texas (approximately). 55 mi radius.",Panhandle Emergency Radio Service,"Full-time to 444.30000 (W5JTC) at Amarillo, TX .",Linked,2020-12-06
