Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Op Status,Sponsor,EchoLink,Coordination,Last update
147.06,0.6,,WA5CSF,Borger,TX,OPEN,E,,194.11,SSE,Node Offline,48,610,35.66699982,-101.39700317,147.06,147.66,Hutchinson,On-Air,Northwest Texas Amateur Radio Club,387265,TVHFS,2017-02-16
