Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Op Status,Coverage,Features,Coordination,Last update
146.9,-0.6,,W5TSV,Pampa,TX,OPEN,,,198.82,SSE,,48,518,35.50830078,-101.02700043,146.9,146.3,Gray,On-Air,Wide area. 35 mi radius.,400,TVHFS,2017-08-31
