Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,On-air,Coordination,Last update
444.425,5,,N5LTZ,Black,TX,CLOSED,,,188.34,S,,48,1512,34.68259811,-102.60900116,444.425,449.425,Parmer,Unknown,TVHFS,2018-09-03
