ID,StateID,Callsign,Use,Status,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,Digital.DMR,Digital.P25,Digital.DStar,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output
13090,49,KG7QWU,Open,On-Air,,,40.39160156,-111.85099792,Utah,UT,Lehi,443.875,448.875,100,,,,,Open ↑,Open ↓
