ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.IRLP,VOIP.Wires,VOIP.EchoLink.NodeID
193,49,W7DRC,Open,On-Air,,,37.10639954,-113.59700012,Washington,UT,"St George, Webb Hill",146.04,146.64,100,,,,,678741
