ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.DMR,Digital.P25,Digital.YSF,Digital.DStar.Node
11251,49,N7RDS,Open,On-Air,,,,41.77959824,-112.17900085,Box Elder,UT,Riverside,442.925,447.925,,,,N7RDS (B)
