ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.Wires,VOIP.EchoLink.NodeID,VOIP.IRLP.NodeID
10,49,K0NOD,Open,On-Air,,,41.11299896,-112.02500153,Davis,UT,"Clearfield, city office",443.825,448.825,123,,,,332144,4654
