ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Digital,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output
167,49,N7ZOI,Open,On-Air,,,,,40.5,-111.48300171,Wasatch,UT,Midway,444.95,449.95
