ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.P25,Digital.DStar,Digital.NXDN,Digital.YSF,VOIP.EchoLink,VOIP.IRLP,VOIP.Wires,Digital.DMR.ColorCode,Digital.DMR.ID,VOIP.AllStar.NodeID
10059,49,KR1P,Open,On-Air,,,41.05519867,-111.97699738,Davis,UT,Layton,442.05,447.05,,,,,,,,1,311645,28463
