ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.DMR,Digital.P25,Digital.NXDN,Digital.YSF,Digital.DStar.Node
11082,49,AC7O,Open,On-Air,,,,41.72230148,-111.84999847,Cache,UT,"Logan, WA7KMF QTH",442.975,447.975,,,,,AC7O (B) Gateway Repeater
