ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.EchoLink,VOIP.Wires,VOIP.IRLP.NodeID
147,8,W0RRZ,Open,On-Air,,,39.11729813,-108.52200317,Mesa,CO,"Grand Junction, GJT",144.575,145.175,107.2,,,,,3161
