ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.EchoLink,VOIP.IRLP,VOIP.Wires.ID
9775,8,KD0SSP,Open,On-Air,,,39.75049973,-105.1230011,Jefferson,CO,"Lakewood, Moffat Treatment Plant",147.81,147.21,100,100,,,,46694
