ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.Wires,VOIP.AllStar.NodeID,VOIP.EchoLink.NodeID,VOIP.IRLP.NodeID
8879,8,K0JSC,Open,On-Air,,,38.45420074,-105.29000092,Fremont,CO,"Canon City, Fremont Peak",442.25,447.25,100,100,,28368,363976,7301
