ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.P25,Digital.DStar,Digital.NXDN,Digital.YSF,Digital.DMR.ColorCode,Digital.DMR.ID
16781,8,N0SZ,Open,On-Air,,,,39.63479996,-106.4469986,Eagle,CO,Vail,440.075,445.075,,,,,7,310851
