ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.DMR,Digital.P25,Digital.DStar,VOIP.AllStar,VOIP.EchoLink,VOIP.IRLP,VOIP.Wires.ID,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output
139,8,KE0VH,Open,On-Air,,,39.669208,-105.220348,Jefferson,CO,"Morrison, Mt. Morrison",444.625,449.625,,,,,,,60777,Open ↑,Open ↓
