ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.DMR,Digital.P25,Digital.NXDN,Digital.YSF,Digital.DStar.Node
8087,8,KC0CVU,Open,On-Air,,,,38.74509811,-104.86199951,El Paso,CO,"Colorado Springs, Cheyenne Mountain",441.9125,446.9125,,,,,KC0CVU (B) Repeater
