ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Digital,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output
160,8,W0VTL,Open,On-Air,,,,,38.54579926,-106.92500305,Gunnison,CO,Gunnison,147.72,147.12
