ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.DMR,Digital.DStar,Digital.NXDN,Digital.YSF,Digital.P25.NAC
18425,8,WA6IFI,Open,On-Air,,,,38.44670105,-106.01000214,Chaffee,CO,"Salida, Methodist Mountain",902.025,927.8625,,,,,293
