ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.DMR,Digital.P25,Digital.DStar,Digital.NXDN,VOIP.AllStar,VOIP.EchoLink,VOIP.IRLP,VOIP.Wires.ID,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output
19242,8,KD0SSP,Open,On-Air,,,39.6092256,-106.0610787,Summit,CO,"Dillon, Dillon Res.",442.95,447.95,,,,,,,,68959,Open ↑,Open ↓
