ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.EchoLink,VOIP.IRLP,VOIP.Wires,VOIP.AllStar.NodeID
14200,8,N0KM,Open,On-Air,,,37.75310135,-106.10900116,Rio Grande,CO,Center,146.04,146.64,77,77,,,,428602
