ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.P25,Digital.DStar,Digital.NXDN,Digital.YSF,VOIP.AllStar,VOIP.IRLP,VOIP.Wires,Digital.DMR.ColorCode,Digital.DMR.ID,VOIP.EchoLink.NodeID
19318,8,N2KNK,Open,On-Air,,,39.089,-108.225,Mesa,CO,"Grand Junction, Grand Mesa",440.05,445.05,,,,,,,,7,312125,81504
