ID,StateID,Callsign,Use,Status,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,VOIP.EchoLink,VOIP.IRLP,VOIP.AllStar.NodeID,VOIP.Wires.ID
18892,8,N2SKY,Open,On-Air,,,40.493613,-105.181661,Larimer,CO,"Loveland, Milner Mtn.",443.4,448.4,94.8,94.8,,,506064,46361
