ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.P25,Digital.DStar,Digital.NXDN,Digital.YSF,Digital.DMR.ColorCode,Digital.DMR.ID
8992,8,N0SZ,Open,Testing,,,,40.07220078,-105.35399628,Boulder,CO,"Boulder, Lee Hill",440.05,445.05,,,,,8,310852
