Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Sponsor,Coordination,Last update
147.105,0.6,91.5,KC7SNO,"Cheyenne, North Park",WY,OPEN,,,103.46,N,,56,26,41.13999939,-104.81999969,147.105,147.705,91.5,91.5,Laramie,DN71,On-Air,ShyWyArc,WRCG,2019-02-15
