Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Sponsor,Links,Coordination,Last update
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,159.92,NNE,,56,20,41.15250015,-105.22100067,448.15,443.15,100,Laramie,DN71JD,On-Air,KB7SWR,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",WRCG,2017-01-04
