Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Links,Notes,Coordination,Last update
145.235,-0.6,131.8,KB7SWR,Cheyenne,WY,OPEN,,,187.15,N,,56,19,41.13999939,-104.81999969,145.235,144.635,131.8,Laramie,Off-Air,Local: Cheyenne.,N7GT,"Full-time to 448.15000 (KB7SWR) at Cheyenne, WY .",25,WRCG,2020-05-23
