Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Sponsor,Features,Last update
447.55,-5,,N7JJY,"Cheyenne, Chalk Bluffs",WY,OPEN,Fusion,167,NNE,,56,19687,41.02740097,-104.78399658,447.55,442.55,1,Open ↑ / Open ↓,Laramie,On-Air,Southern Laramie County - Northern Larimer County - Northern Weld County,N7JJY,AMS -- for Fusion or Analog,2021-01-29
