Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Bandwidth,YSF Digital Enabled,DG-ID,County,Grid,Op Status,Coverage,Sponsor,Coordination,Last update
449.3,-5,131.8,N7JJY,"Cheyenne, Chalk Bluffs",WY,OPEN,,Y,179.67,N,,56,34,41.02740097,-104.78399658,449.3,444.3,6.25,1,Open ↑ / Open ↓,Laramie,DN71OA,On-Air,"Laramie county wy, Northern Weld and Larimer County, CO",WU7G,WRCG,2019-06-02
