Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,County,Op Status,Coverage,Sponsor,Affiliate,Features,EchoLink,Commands,Nets,Web links,Last update
147.555,299.1,NAC,KG7LRK,"Riverton, Griffy site",WY,OPEN,DSTAR EchoLink P-25,178.66,NNW,Node Offline,56,17302,43.02470016,-108.3809967,147.555,446.67,1,KG7LRK (C) Hot Spot 24/7,jfindu lookup / dstar-users lookup,1,,1,Washakie,On-Air,Riverton Wyoming-Radius 147.555 to 446.670 Mhz- 160 Miles,WYAME-Wyoming Amatuer Monitoring Euthusiast,LURK System,Echolink Access-DSTAR/Fusion C4FM/P25/APRS Link,161145,8,"Every Sunday- 7:00 PM,. Schedule.",https://www.facebook.com/groups/536584156430778/,2018-12-11
