Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,On-air,Last update
446.825,-5,CC11,W7BEQ,Shoshoni,WY,OPEN,DMR,196.8,NNW,,56,18377,43.2358017,-108.11000061,446.825,441.825,1,11,311109,Brandmeister c Record retrieved from radioid.net,Wyoming DMR Project,,Fremont,Unknown,2019-12-20
