Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,County,Op Status,Coverage,Sponsor,Affiliate,AllStar,Notes,Last update
224.7,0,85.4,KB3EQN,"Cheyenne, Ranchettes",WY,OPEN,AllStar,156.97,WNW,,56,19205,41.21004,-104.81722,Laramie,Testing,Cheyenne area,N2XXH,220,455131,570,2020-10-08
