Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,Op Status,Coverage,Sponsor,Features,Web links,Last update
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,166.86,NNE,,56,4,41.30979919,-105.45500183,53.03,52.03,Albany,DN71GH,On-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,8,http://www.r-vcr.com/k7uwr/repeater.htm,2017-01-04
