Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,IRLP,Coordination,Last update
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,,192.45,NW,,56,5791,41.79109955,-107.23899841,146.7,146.1,162.2,Carbon,On-Air,7045,WRCG,2017-01-04
