Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Grid,Op Status,Coverage,Sponsor,Coordination,Last update
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,Y,158.95,N,,56,75,42.75249863,-106.31400299,449.9,444.9,1,Open ↑ / Open ↓,11941,Natrona,DN62US,On-Air,Metro area.,Casper Amateur Radio Club,WRCG,2017-05-27
