Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Nets,Last update
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,,192.42,NW,,56,43,41.79109955,-107.23799896,146.76,146.16,100,Carbon,On-Air,Wide area.,CCARS,Sunday nite net 2030 local time.,2017-10-06
