Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,Op Status,Sponsor,Affiliate,Notes,Coordination,Last update
449.975,-5,CC11,WY7EOC,Cheyenne,WY,OPEN,DMR,190.57,NNE,,56,10803,41.13999939,-104.81999969,449.975,444.975,1,11,315601,WyDMR c Record retrieved from radioid.net,Wyoming DMR Project,,Laramie,On-Air,WY7EOC,Laramie County Emergency Management/WY7EOC,"WY DMR Project system, not interconnected with BM, DMRX, DMR-MARC etc. TG3156 Statewide, TG100 Local",WRCG,2020-07-29
