Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Nets,Web links,Coordination,Last update
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,,158.95,N,,56,6,42.75249863,-106.31400299,146.94,146.34,123,123,Natrona,DN62US,On-Air,Wide area.,Casper ARC,E-power.,"Full-time to 147.39000 (KD7BN) at Rawlins, WY . Full-time to the Wyocom System .",RACES/ARES: Sun at 20:00.,http://casperarc.net/wiki/index.php/146.940,WRCG,2015-07-14
