Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Affiliate,Features,EchoLink,Last update
441.67,5,,N7DMO,"Riverton, Griffy Hill",WY,OPEN,DSTAR EchoLink Fusion,194.13,NW,Node Offline,56,13103,43.0387001,-108.43800354,441.67,446.67,1,N7DMO (B),jfindu lookup / dstar-users lookup,1,Open ↑ / Open ↓,Fremont,On-Air,"DSTAR/C4FM/APRS Crossbander repeater 120 miles around Riverton Wy,","N7DMO Link,to 52.525 Mhz, Simplex,",Also Linked Controlled to Pinedale (146.880) Casper K7PLA (145.460).,161145,2018-01-01
