Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Sponsor,Features,Notes,Web links,Last update
146.655,-0.6,,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,DSTAR Fusion,162.95,WNW,,56,13123,41.58750153,-109.20300293,146.655,146.055,1,KE7UUJ (C) Repeater,jfindu lookup / dstar-users lookup,1,Open ↑ / Open ↓,Sweetwater,On-Air,Wide area. 100 mi radius.,Sweetwater Amateur Radio Club,Fusion IN - FM Out,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use. Fusion or FM in and FM output,http://wy7u.angelfire.com,2021-02-17
