Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Op Status,Affiliate,Coordination,Last update
147.3,0.6,CC1,KF7OBL,Rock Springs,WY,OPEN,DMR,126.57,NNW,,56,12934,41.58750153,-109.20300293,147.3,147.9,1,1,315604,DMR-plus c Record retrieved from radioid.net,,Sweetwater,Off-Air,,WRCG,2020-04-20
