Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Last update
146.73,-0.6,CSQ,KF7BR,Torrington,WY,OPEN,,,171.23,NNE,,56,42,42.0625,-104.18399811,146.73,146.13,CSQ,Goshen,DN72VB,On-Air,2019-02-20
