ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.DMR,Digital.P25,Digital.YSF,Digital.DStar.Node
14688,31,KD0PBW,Open,On-Air,,,,40.69929886,-99.08170319,Buffalo,NE,"Kearney, County Courthouse",147.63,147.03,,,,KD0PBW (C) Repeater
