ID,StateID,Callsign,Use,Status,DigitalTone,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,Digital.DMR,Digital.P25,Digital.DStar,Digital.NXDN,VOIP.EchoLink,VOIP.IRLP,VOIP.AllStar.NodeID,VOIP.Wires.ID,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output
19090,31,WM0L,Open,On-Air,,42.5858337,-99.5378941,Rock,NE,"Bassett, On Fire/Rescue tower",146.31,146.91,131.8,131.8,,,,,,,53056,35574,Open ↑,Open ↓
