ID,StateID,Callsign,Use,Status,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,Digital.DMR,Digital.P25,Digital.YSF,Digital.DStar.Node
16145,31,NI0P,Open,On-Air,,,40.8205986,-98.60009766,Hall,NE,Wood River,449.7,444.7,167.9,,,,,NI0P (B) Repeater
