ID,StateID,Callsign,Use,Status,DigitalTone,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output,Digital.DMR,Digital.P25,Digital.DStar,VOIP.AllStar,VOIP.EchoLink,VOIP.IRLP.NodeID,VOIP.Wires.ID,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output
4,31,WM0L,Open,On-Air,,42.49200058,-99.88269806,Brown,NE,Ainsworth,147.96,147.36,225.7,225.7,,,,,,3142,11451,Open ↑,Open ↓
