Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,c-Bridge,Wide Network,Talkgroups,Arizona,SoCal,County,Grid,Op Status,Coverage,Sponsor,FM,Analog Bandwidth,Notes,Web links,Last update
440.7625,5,CC1 107.2,N6TKA,"Williams, Howard Mesa Ranch",AZ,OPEN,FM DMR,172.58,SE,,04,19379,35.5097081,-112.168513,440.7625,445.7625,107.2,1,1,312057,BM c Record retrieved from radioid.net,BrandMeister US,BM,BrandMeister,"Open Talkgroup View Assignment TS TG Access Arizona 2 3104 Full-Time SoCal 2 31066 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,2,Coconino,DM35VM,On-Air,Howard Mesa Ranch 10 mi radius.,N6TKA,Yes; analog capable.,12.5,Grand Canyon Railway Quivero Southbound Stop TG3104 static,https://brandmeister.network/?page=repeater&amp;id=312058,2021-03-07
