Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,YSF Digital Enabled,DG-ID,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,FM,Analog Bandwidth,Notes,Nets,Web links,Coordination,Last update
146.62,-0.6,131.8,K7LHC,"Lake Havasu City, Crossman Peak",AZ,OPEN,FM Fusion,123.86,SSE,,04,13937,34.55139923,-114.19499969,146.62,146.02,131.8,1,Open ↑ / Open ↓,Mohave,DM24VN,On-Air,"South Vicksburg, Quartzsite,&amp; Ehrenburg, Bouse, Parker; Lake Havasu City, and Needles, North&amp;East Mohave Valley, Ft. Mohave, Bullhead, Golden Valley, Dolan Springs, Kingman and Truxton. 50 mi radius.","London Bridge Amateur Radio Association, Inc K7LHC","London Bridge Amateur Radio Association, Inc K7LHC",This is a Yaesu System Fusion DR-2X with Lan unit repeater. It is set in AMS mode so it will handle Analog or Digital traffic. In the future this repeater may be connected to Wires-X. No longer linked to the KL7MPR repeaters in Kingman or Bullhead.,Yes; analog capable.,,"DR-2X C4FM, AMS",LBARA Net Tuesday night at 6:30 pm. No longer hosting Mohave Amateur Radio Club Nets on this repeater.,"London Bridge Amateur Radio Association, Inc K7LHC",ARCA,2021-02-22
