Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Sponsor,Last update
445.7875,-5,,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,DSTAR,177.89,SE,,04,12911,35.19940186,-112.20400238,445.7875,440.7875,1,K7NAZ (B) Gateway Repeater,jfindu lookup / dstar-users lookup,Coconino,DM35VE,On-Air,Bill Williams Mt. Radio Club,2021-02-02
