Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Sponsor,Features,Coordination,Last update
1284.6,-20,,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,DSTAR,177.89,SE,,04,14976,35.19940186,-112.20400238,1284.6,1264.6,1,K7NAZ (A) Gateway Repeater,jfindu lookup / dstar-users lookup,Coconino,DM35VE,On-Air,Bill Williams Mountain Radio Club,"E-power, linked.",ARCA,2019-04-15
