Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,County,Grid,Op Status,Coverage,Sponsor,EchoLink,AllStar,Notes,Last update
927.5875,0,131.8,WB7BYV,"Prescott, Airport",AZ,OPEN,AllStar EchoLink,185.43,SE,Node Offline,04,5215,34.64889908,-112.42700195,Yavapai,DM34SP,On-Air,"Prescott, Chino Valley, Prescott Valley",WB7BYV,204752,29976,Simplex Node,2021-02-19
