Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Sponsor,Links,Web links,Coordination,Last update
146.82,-0.6,100,NM5SJ,"Red Rock, Roof Butte",AZ,OPEN,,,128.12,WSW,,04,72,36.46139908,-109.09600067,146.82,146.22,100,Apache,DM56KL,On-Air,Totah ARC,Full-time internet linked to the Totah Amateur Radio Club System . Full-time to the Totah Amateur Radio Club System .,Totah Amateur Radio Club,ARCA,2019-10-21
