Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Sponsor,Features,Web links,Coordination,Last update
145.135,-0.6,,W7KDS,Kingman,AZ,OPEN,DSTAR,91.17,SE,,04,12304,35.18939972,-114.0530014,145.135,144.535,1,W7KDS (C) Repeater,jfindu lookup / dstar-users lookup,Mohave,DM25xe,On-Air,Northern Arizona Digital Repeater System,Emergency Power,W7KDS,ARCA,2021-02-18
