Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Features,Coordination,Last update
145.115,-0.6,,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,DSTAR,177.89,SE,,04,12302,35.19940186,-112.20400238,145.115,144.515,1,K7NAZ (C) Gateway Repeater,jfindu lookup / dstar-users lookup,Coconino,DM35ve,On-Air,I-40 50 mi radius.,Bill Williams Mountain Radio Club,"E-power, linked.",ARCA,2019-05-05
