Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,FM,Analog Bandwidth,EchoLink,AllStar,Notes,Nets,Coordination,Last update
147.22,0.6,162.2,W7EI,"Cottonwood, Mingus Mountain",AZ,OPEN,FM AllStar EchoLink,197.92,SE,ON - IDLE,04,121,34.69390106,-112.1269989,147.22,147.82,162.2,Yavapai,DM34wq,On-Air,"Verde Valley including Sedona, Prescott, Ash Fork, Flagstaff, and Phoenix. 30 mi radius.",Verde Valley ARC,"E-power, 2m/70cm Link, Allstar",Yes; analog capable.,25,511632,46005,Incoming EchoLink by permission only email: [email&nbsp;protected],"Knobby Knee Net: 365 days a year at 7:00 AM local time, on a frequency of 147.220 MHz, with a PL access tone of 162.2 Hz: Knobby Knee Net",ARCA,2020-08-30
