Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Coverage,Sponsor,Notes,Web links,Coordination,Last update
447.875,-5,CC1,KB6BOB,Prescott,AZ,OPEN,DMR,181.93,SE,,04,16361,34.63299942,-112.51699829,447.875,442.875,1,1,310408,Mountain West c Record retrieved from radioid.net,,Yavapai,DM34RP,On-Air,"Prescott, Prescott Valley, Chino Valley, and Williamson Valley.",Western States DMR,Details regarding talkgroups and more can be found at www.westernstatesdmr.com,http://www.westernstatesdmr.com,ARCA,2020-02-29
