Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Nets,Web links,Coordination,Last update
147.3,0.6,100,N7YSE,"Jacob Lake, Jacob Lake Inn",AZ,OPEN,,,196.25,SW,,04,2,36.73749924,-112.21299744,147.3,147.9,100,Coconino,DM36vr,On-Air,"Kanab and Fredonia, to Long Valley Junction and Escalante toward the north, East of Page, Vermillion Cliffs and Lee's Ferry in Arizona. 45 mi radius.",KC Amateur Radio Club,AB7UT,Kane County ARES net: Mon at 08:00.,AB7UT,ARCA,2018-06-15
